date,pm25,pm10,o3,no2,so2,co
2020-03-27,39.0,25.0,33.0,4.0,1.0,2.0
2020-03-28,17.0,26.0,32.0,8.0,,1.0
2020-03-29,37.0,63.0,42.0,17.0,3.0,4.0
2020-03-30,122.0,69.0,42.0,16.0,3.0,6.0
2020-03-31,156.0,62.0,45.0,12.0,2.0,3.0
2020-04-01,151.0,21.0,35.0,4.0,,1.0
2019-10-02,128.0,60.0,82.0,11.0,2.0,9.0
2019-10-03,140.0,69.0,116.0,14.0,1.0,7.0
2019-10-04,148.0,29.0,22.0,5.0,,3.0
2019-10-05,46.0,16.0,30.0,8.0,1.0,1.0
2019-10-06,31.0,37.0,19.0,17.0,,3.0
2019-10-07,80.0,54.0,31.0,18.0,,5.0
2019-10-08,127.0,25.0,26.0,9.0,1.0,1.0
2019-10-09,34.0,55.0,35.0,21.0,2.0,5.0
2019-10-10,94.0,46.0,23.0,14.0,,5.0
2019-10-11,131.0,50.0,17.0,21.0,2.0,7.0
2019-10-12,114.0,63.0,6.0,27.0,12.0,14.0
2019-10-13,95.0,49.0,8.0,20.0,3.0,8.0
2019-10-14,80.0,19.0,23.0,11.0,1.0,2.0
2019-10-15,42.0,33.0,19.0,18.0,1.0,3.0
2019-10-16,66.0,40.0,13.0,21.0,1.0,5.0
2019-10-17,89.0,52.0,3.0,24.0,,8.0
2019-10-18,154.0,,25.0,20.0,1.0,7.0
2019-10-19,156.0,67.0,15.0,33.0,1.0,12.0
2019-10-20,201.0,100.0,25.0,22.0,1.0,8.0
2019-10-21,154.0,46.0,18.0,20.0,1.0,4.0
2019-10-22,63.0,82.0,19.0,32.0,2.0,10.0
2019-10-23,124.0,93.0,38.0,37.0,2.0,11.0
2019-10-24,166.0,75.0,17.0,32.0,1.0,12.0
2019-10-25,163.0,19.0,21.0,11.0,,4.0
2019-10-26,71.0,50.0,16.0,23.0,2.0,6.0
2019-10-27,98.0,69.0,17.0,28.0,2.0,7.0
2019-10-28,145.0,148.0,23.0,11.0,1.0,2.0
2019-10-29,90.0,71.0,20.0,26.0,2.0,6.0
2019-10-30,104.0,86.0,10.0,37.0,2.0,8.0
2019-10-31,153.0,72.0,31.0,32.0,2.0,12.0
2019-11-01,121.0,59.0,17.0,24.0,4.0,8.0
2019-11-02,90.0,46.0,13.0,24.0,1.0,6.0
2019-11-03,82.0,48.0,14.0,16.0,2.0,5.0
2019-11-04,97.0,59.0,15.0,24.0,1.0,8.0
2019-11-05,139.0,52.0,17.0,20.0,2.0,7.0
2019-11-06,118.0,62.0,6.0,30.0,1.0,7.0
2019-11-07,119.0,44.0,18.0,18.0,2.0,5.0
2019-11-08,82.0,66.0,11.0,28.0,2.0,8.0
2019-11-09,121.0,71.0,12.0,34.0,2.0,11.0
2019-11-10,162.0,77.0,24.0,12.0,,5.0
2019-11-11,99.0,49.0,22.0,20.0,1.0,5.0
2019-11-12,69.0,73.0,9.0,36.0,4.0,9.0
2019-11-13,143.0,52.0,25.0,6.0,,2.0
2019-11-14,47.0,53.0,10.0,24.0,3.0,6.0
2019-11-15,87.0,62.0,9.0,23.0,3.0,8.0
2019-11-16,101.0,67.0,5.0,23.0,6.0,12.0
2019-11-17,135.0,142.0,21.0,17.0,4.0,9.0
2019-11-18,139.0,76.0,21.0,8.0,1.0,2.0
2019-11-19,71.0,51.0,22.0,13.0,1.0,4.0
2019-11-20,71.0,91.0,5.0,36.0,5.0,10.0
2019-11-21,156.0,109.0,1.0,38.0,6.0,16.0
2019-11-22,173.0,117.0,1.0,44.0,7.0,24.0
2019-11-23,198.0,103.0,24.0,34.0,5.0,16.0
2019-11-24,197.0,30.0,26.0,5.0,1.0,2.0
2019-11-25,42.0,28.0,12.0,14.0,2.0,3.0
2019-11-26,55.0,66.0,3.0,30.0,4.0,8.0
2019-11-27,125.0,23.0,22.0,14.0,2.0,2.0
2019-11-28,36.0,67.0,5.0,30.0,7.0,9.0
2019-11-29,125.0,65.0,4.0,30.0,5.0,9.0
2019-11-30,143.0,22.0,24.0,14.0,2.0,5.0
2019-12-01,121.0,29.0,24.0,8.0,2.0,3.0
2019-12-02,52.0,24.0,21.0,11.0,1.0,2.0
2019-12-03,43.0,42.0,27.0,21.0,2.0,4.0
2019-12-04,63.0,31.0,27.0,18.0,2.0,3.0
2019-12-05,53.0,38.0,23.0,19.0,3.0,6.0
2019-12-06,76.0,64.0,8.0,28.0,2.0,9.0
2019-12-07,131.0,60.0,11.0,30.0,2.0,8.0
2019-12-08,137.0,104.0,2.0,36.0,2.0,16.0
2019-12-09,212.0,125.0,4.0,41.0,1.0,19.0
2019-12-10,237.0,90.0,22.0,25.0,1.0,14.0
2019-12-11,154.0,18.0,22.0,13.0,,2.0
2019-12-12,37.0,35.0,14.0,21.0,1.0,6.0
2019-12-13,65.0,47.0,25.0,20.0,3.0,8.0
2019-12-14,82.0,26.0,16.0,22.0,1.0,4.0
2019-12-15,61.0,66.0,2.0,33.0,6.0,13.0
2019-12-16,145.0,60.0,2.0,31.0,1.0,13.0
2019-12-17,160.0,19.0,22.0,5.0,1.0,2.0
2019-12-18,45.0,27.0,13.0,19.0,,4.0
2019-12-19,64.0,26.0,21.0,10.0,1.0,3.0
2019-12-20,52.0,35.0,9.0,26.0,1.0,5.0
2019-12-21,64.0,56.0,6.0,30.0,3.0,9.0
2019-12-22,130.0,69.0,19.0,35.0,5.0,13.0
2019-12-23,157.0,47.0,17.0,20.0,2.0,9.0
2019-12-24,108.0,65.0,9.0,25.0,2.0,11.0
2019-12-25,164.0,51.0,18.0,19.0,2.0,10.0
2019-12-26,128.0,42.0,20.0,14.0,1.0,3.0
2019-12-27,61.0,73.0,6.0,31.0,2.0,9.0
2019-12-28,117.0,85.0,4.0,34.0,6.0,15.0
2019-12-29,152.0,82.0,24.0,30.0,4.0,15.0
2019-12-30,156.0,,,,,
2019-07-02,34.0,60.0,74.0,15.0,1.0,5.0
2019-07-03,83.0,39.0,99.0,14.0,,5.0
2019-07-04,87.0,64.0,123.0,23.0,2.0,5.0
2019-07-05,116.0,54.0,51.0,18.0,,5.0
2019-07-06,95.0,15.0,27.0,7.0,,2.0
2019-07-07,34.0,21.0,51.0,8.0,,5.0
2019-07-08,53.0,34.0,81.0,13.0,,4.0
2019-07-09,86.0,50.0,39.0,21.0,,5.0
2019-07-10,99.0,50.0,72.0,13.0,2.0,9.0
2019-07-11,153.0,37.0,78.0,10.0,1.0,4.0
2019-07-12,87.0,45.0,113.0,13.0,1.0,4.0
2019-07-13,78.0,73.0,113.0,18.0,2.0,9.0
2019-07-14,154.0,33.0,95.0,8.0,1.0,4.0
2019-07-15,61.0,64.0,120.0,13.0,1.0,8.0
2019-07-16,149.0,49.0,82.0,14.0,1.0,8.0
2019-07-17,102.0,42.0,24.0,17.0,,7.0
2019-07-18,137.0,64.0,101.0,12.0,,9.0
2019-07-19,157.0,59.0,60.0,14.0,,7.0
2019-07-20,143.0,56.0,41.0,15.0,,6.0
2019-07-21,139.0,65.0,116.0,13.0,,8.0
2019-07-22,153.0,90.0,45.0,25.0,,11.0
2019-07-23,168.0,38.0,85.0,8.0,,5.0
2019-07-24,86.0,60.0,100.0,15.0,,7.0
2019-07-25,89.0,53.0,105.0,17.0,,5.0
2019-07-26,70.0,58.0,123.0,11.0,,6.0
2019-07-27,103.0,75.0,124.0,14.0,2.0,8.0
2019-07-28,163.0,53.0,94.0,7.0,1.0,8.0
2019-07-29,137.0,15.0,38.0,10.0,1.0,4.0
2019-07-30,51.0,44.0,90.0,9.0,,6.0
2019-07-31,91.0,42.0,115.0,14.0,1.0,5.0
2019-08-01,72.0,54.0,117.0,10.0,,6.0
2019-08-02,84.0,44.0,65.0,11.0,1.0,7.0
2019-08-03,94.0,44.0,97.0,14.0,1.0,6.0
2019-08-04,112.0,48.0,56.0,14.0,,8.0
2019-08-05,115.0,36.0,44.0,11.0,1.0,7.0
2019-08-06,107.0,53.0,71.0,13.0,1.0,6.0
2019-08-07,132.0,32.0,88.0,11.0,1.0,5.0
2019-08-08,72.0,50.0,98.0,17.0,,7.0
2019-08-09,110.0,49.0,65.0,9.0,1.0,6.0
2019-08-10,118.0,29.0,51.0,12.0,1.0,6.0
2019-08-11,82.0,22.0,14.0,11.0,,5.0
2019-08-12,56.0,22.0,32.0,8.0,,3.0
2019-08-13,32.0,19.0,36.0,9.0,,3.0
2019-08-14,26.0,31.0,40.0,15.0,,4.0
2019-08-15,82.0,46.0,97.0,17.0,,5.0
2019-08-16,63.0,22.0,33.0,7.0,,2.0
2019-08-17,30.0,26.0,36.0,12.0,,2.0
2019-08-18,38.0,47.0,79.0,16.0,,4.0
2019-08-19,59.0,68.0,106.0,18.0,1.0,7.0
2019-08-20,110.0,59.0,38.0,16.0,1.0,7.0
2019-08-21,125.0,29.0,44.0,12.0,,5.0
2019-08-22,94.0,34.0,38.0,18.0,1.0,5.0
2019-08-23,58.0,32.0,37.0,17.0,,4.0
2019-08-24,45.0,46.0,79.0,16.0,,4.0
2019-08-25,61.0,48.0,74.0,16.0,1.0,6.0
2019-08-26,81.0,74.0,57.0,18.0,1.0,8.0
2019-08-27,165.0,42.0,42.0,18.0,,5.0
2019-08-28,81.0,24.0,29.0,8.0,,1.0
2019-08-29,19.0,15.0,32.0,6.0,,1.0
2019-08-30,17.0,22.0,42.0,10.0,,2.0
2019-08-31,30.0,37.0,78.0,13.0,1.0,2.0
2019-09-01,51.0,48.0,85.0,16.0,1.0,4.0
2019-09-02,68.0,54.0,104.0,16.0,1.0,4.0
2019-09-03,80.0,69.0,127.0,22.0,1.0,7.0
2019-09-04,136.0,64.0,111.0,23.0,2.0,7.0
2019-09-05,137.0,62.0,113.0,18.0,1.0,6.0
2019-09-06,119.0,69.0,130.0,21.0,1.0,6.0
2019-09-07,135.0,66.0,119.0,23.0,,6.0
2019-09-08,125.0,61.0,112.0,20.0,1.0,6.0
2019-09-09,106.0,88.0,118.0,16.0,4.0,14.0
2019-09-10,160.0,16.0,28.0,9.0,,4.0
2019-09-11,40.0,32.0,20.0,17.0,5.0,7.0
2019-09-12,67.0,33.0,33.0,11.0,1.0,5.0
2019-09-13,70.0,37.0,32.0,10.0,,4.0
2019-09-14,80.0,30.0,48.0,14.0,,3.0
2019-09-15,53.0,55.0,70.0,20.0,1.0,5.0
2019-09-16,101.0,47.0,54.0,15.0,2.0,5.0
2019-09-17,69.0,56.0,75.0,14.0,1.0,6.0
2019-09-18,129.0,26.0,38.0,9.0,1.0,2.0
2019-09-19,30.0,60.0,46.0,21.0,2.0,6.0
2019-09-20,85.0,64.0,65.0,21.0,1.0,6.0
2019-09-21,111.0,74.0,104.0,23.0,3.0,12.0
2019-09-22,143.0,64.0,101.0,16.0,2.0,11.0
2019-09-23,159.0,48.0,49.0,18.0,1.0,6.0
2019-09-24,94.0,31.0,53.0,16.0,1.0,4.0
2019-09-25,51.0,48.0,81.0,21.0,1.0,6.0
2019-09-26,79.0,57.0,96.0,23.0,1.0,7.0
2019-09-27,112.0,51.0,79.0,14.0,1.0,9.0
2019-09-28,131.0,63.0,99.0,17.0,1.0,8.0
2019-09-29,150.0,67.0,102.0,20.0,1.0,8.0
2019-09-30,182.0,79.0,93.0,20.0,2.0,10.0
2019-10-01,160.0,65.0,,11.0,2.0,8.0
2019-04-02,52.0,53.0,37.0,18.0,4.0,6.0
2019-04-03,94.0,69.0,59.0,24.0,5.0,6.0
2019-04-04,142.0,95.0,59.0,27.0,5.0,6.0
2019-04-05,149.0,248.0,35.0,13.0,1.0,2.0
2019-04-06,108.0,135.0,36.0,19.0,3.0,5.0
2019-04-07,123.0,75.0,36.0,19.0,4.0,5.0
2019-04-08,132.0,61.0,33.0,18.0,6.0,8.0
2019-04-09,104.0,31.0,27.0,10.0,,4.0
2019-04-10,82.0,28.0,38.0,14.0,1.0,3.0
2019-04-11,88.0,58.0,46.0,15.0,1.0,4.0
2019-04-12,138.0,67.0,48.0,19.0,2.0,5.0
2019-04-13,151.0,72.0,37.0,19.0,2.0,4.0
2019-04-14,163.0,54.0,41.0,10.0,1.0,2.0
2019-04-15,70.0,74.0,49.0,19.0,3.0,4.0
2019-04-16,133.0,81.0,78.0,17.0,4.0,6.0
2019-04-17,160.0,91.0,94.0,28.0,5.0,9.0
2019-04-18,183.0,141.0,37.0,10.0,1.0,5.0
2019-04-19,121.0,62.0,33.0,11.0,1.0,3.0
2019-04-20,83.0,54.0,16.0,22.0,,5.0
2019-04-21,122.0,109.0,44.0,22.0,3.0,8.0
2019-04-22,156.0,84.0,94.0,22.0,2.0,8.0
2019-04-23,176.0,60.0,39.0,12.0,1.0,6.0
2019-04-24,168.0,27.0,26.0,14.0,,6.0
2019-04-25,104.0,25.0,41.0,6.0,,1.0
2019-04-26,71.0,45.0,46.0,8.0,,2.0
2019-04-27,109.0,44.0,35.0,11.0,,3.0
2019-04-28,110.0,50.0,39.0,9.0,,4.0
2019-04-29,135.0,61.0,66.0,16.0,1.0,8.0
2019-04-30,180.0,80.0,39.0,12.0,,4.0
2019-05-01,167.0,38.0,47.0,11.0,,1.0
2019-05-02,145.0,57.0,65.0,18.0,1.0,3.0
2019-05-03,214.0,73.0,89.0,19.0,4.0,5.0
2019-05-04,161.0,67.0,101.0,12.0,4.0,5.0
2019-05-05,145.0,47.0,40.0,7.0,,2.0
2019-05-06,78.0,36.0,46.0,13.0,,2.0
2019-05-07,79.0,50.0,52.0,16.0,1.0,2.0
2019-05-08,98.0,66.0,47.0,20.0,3.0,4.0
2019-05-09,132.0,61.0,64.0,21.0,1.0,4.0
2019-05-10,115.0,76.0,96.0,22.0,3.0,8.0
2019-05-11,140.0,74.0,105.0,20.0,3.0,9.0
2019-05-12,162.0,181.0,42.0,14.0,3.0,11.0
2019-05-13,181.0,58.0,44.0,7.0,1.0,2.0
2019-05-14,86.0,86.0,86.0,22.0,3.0,6.0
2019-05-15,141.0,137.0,106.0,23.0,5.0,9.0
2019-05-16,175.0,95.0,86.0,20.0,2.0,6.0
2019-05-17,155.0,85.0,88.0,17.0,1.0,8.0
2019-05-18,162.0,42.0,41.0,13.0,,6.0
2019-05-19,106.0,66.0,32.0,7.0,,2.0
2019-05-20,88.0,39.0,38.0,7.0,,3.0
2019-05-21,65.0,31.0,50.0,19.0,,3.0
2019-05-22,80.0,54.0,75.0,30.0,1.0,6.0
2019-05-23,106.0,59.0,135.0,23.0,2.0,5.0
2019-05-24,107.0,87.0,94.0,31.0,2.0,5.0
2019-05-25,135.0,82.0,122.0,22.0,3.0,5.0
2019-05-26,149.0,59.0,37.0,12.0,2.0,8.0
2019-05-27,104.0,16.0,39.0,5.0,,1.0
2019-05-28,41.0,33.0,63.0,16.0,,2.0
2019-05-29,61.0,47.0,113.0,18.0,1.0,4.0
2019-05-30,92.0,49.0,53.0,11.0,2.0,3.0
2019-05-31,90.0,35.0,47.0,12.0,1.0,1.0
2019-06-01,68.0,65.0,82.0,19.0,2.0,4.0
2019-06-02,112.0,65.0,104.0,21.0,2.0,7.0
2019-06-03,133.0,51.0,100.0,15.0,1.0,5.0
2019-06-04,104.0,61.0,74.0,13.0,4.0,11.0
2019-06-05,150.0,54.0,57.0,17.0,2.0,10.0
2019-06-06,161.0,57.0,48.0,22.0,,10.0
2019-06-07,137.0,61.0,86.0,8.0,,8.0
2019-06-08,151.0,51.0,66.0,12.0,,5.0
2019-06-09,102.0,18.0,41.0,8.0,,4.0
2019-06-10,31.0,54.0,76.0,15.0,1.0,6.0
2019-06-11,96.0,56.0,122.0,14.0,3.0,9.0
2019-06-12,132.0,59.0,119.0,14.0,4.0,10.0
2019-06-13,118.0,42.0,103.0,11.0,,7.0
2019-06-14,84.0,65.0,72.0,20.0,1.0,7.0
2019-06-15,102.0,50.0,90.0,14.0,3.0,7.0
2019-06-16,76.0,36.0,25.0,11.0,1.0,6.0
2019-06-17,86.0,53.0,84.0,17.0,1.0,8.0
2019-06-18,137.0,70.0,144.0,15.0,1.0,8.0
2019-06-19,158.0,69.0,102.0,9.0,4.0,11.0
2019-06-20,161.0,69.0,129.0,15.0,2.0,7.0
2019-06-21,145.0,69.0,76.0,11.0,4.0,10.0
2019-06-22,130.0,53.0,92.0,17.0,,3.0
2019-06-23,75.0,73.0,130.0,17.0,7.0,7.0
2019-06-24,121.0,64.0,121.0,16.0,3.0,7.0
2019-06-25,114.0,76.0,128.0,13.0,8.0,7.0
2019-06-26,134.0,70.0,133.0,11.0,4.0,8.0
2019-06-27,125.0,68.0,128.0,12.0,3.0,8.0
2019-06-28,141.0,41.0,94.0,6.0,,5.0
2019-06-29,75.0,33.0,49.0,6.0,,6.0
2019-06-30,53.0,21.0,36.0,5.0,1.0,4.0
2019-07-01,17.0,33.0,53.0,13.0,,3.0
2019-01-02,116.0,54.0,9.0,27.0,7.0,11.0
2019-01-03,118.0,100.0,5.0,42.0,14.0,21.0
2019-01-04,204.0,42.0,27.0,11.0,2.0,6.0
2019-01-05,63.0,28.0,22.0,15.0,7.0,5.0
2019-01-06,52.0,73.0,6.0,34.0,6.0,12.0
2019-01-07,147.0,51.0,24.0,21.0,9.0,9.0
2019-01-08,95.0,27.0,27.0,11.0,2.0,3.0
2019-01-09,50.0,61.0,14.0,27.0,10.0,7.0
2019-01-10,121.0,83.0,7.0,37.0,8.0,12.0
2019-01-11,166.0,91.0,10.0,38.0,8.0,14.0
2019-01-12,186.0,192.0,7.0,53.0,9.0,25.0
2019-01-13,282.0,210.0,28.0,33.0,3.0,16.0
2019-01-14,201.0,123.0,24.0,43.0,5.0,19.0
2019-01-15,207.0,62.0,24.0,6.0,1.0,3.0
2019-01-16,42.0,61.0,13.0,26.0,5.0,7.0
2019-01-17,118.0,61.0,13.0,29.0,6.0,8.0
2019-01-18,122.0,77.0,6.0,40.0,9.0,13.0
2019-01-19,163.0,29.0,30.0,10.0,1.0,3.0
2019-01-20,52.0,24.0,27.0,7.0,1.0,2.0
2019-01-21,43.0,48.0,25.0,22.0,2.0,6.0
2019-01-22,85.0,57.0,22.0,25.0,3.0,9.0
2019-01-23,93.0,45.0,23.0,24.0,2.0,7.0
2019-01-24,77.0,63.0,15.0,27.0,8.0,13.0
2019-01-25,186.0,36.0,24.0,10.0,2.0,5.0
2019-01-26,53.0,34.0,10.0,16.0,2.0,5.0
2019-01-27,70.0,86.0,27.0,23.0,6.0,10.0
2019-01-28,129.0,49.0,22.0,14.0,3.0,6.0
2019-01-29,85.0,102.0,8.0,37.0,10.0,15.0
2019-01-30,183.0,68.0,24.0,12.0,4.0,7.0
2019-01-31,79.0,25.0,27.0,7.0,3.0,5.0
2019-02-01,48.0,73.0,26.0,26.0,4.0,9.0
2019-02-02,127.0,101.0,10.0,30.0,4.0,13.0
2019-02-03,186.0,112.0,38.0,7.0,1.0,3.0
2019-02-04,97.0,80.0,27.0,13.0,3.0,8.0
2019-02-05,119.0,157.0,21.0,11.0,5.0,7.0
2019-02-06,179.0,80.0,36.0,10.0,8.0,12.0
2019-02-07,141.0,32.0,34.0,5.0,1.0,4.0
2019-02-08,40.0,42.0,32.0,9.0,3.0,3.0
2019-02-09,80.0,23.0,25.0,7.0,2.0,2.0
2019-02-10,38.0,33.0,20.0,11.0,3.0,3.0
2019-02-11,83.0,49.0,27.0,16.0,5.0,5.0
2019-02-12,112.0,48.0,21.0,12.0,5.0,6.0
2019-02-13,86.0,32.0,29.0,12.0,2.0,5.0
2019-02-14,75.0,51.0,20.0,15.0,4.0,7.0
2019-02-15,133.0,22.0,27.0,4.0,1.0,1.0
2019-02-16,42.0,20.0,29.0,5.0,1.0,2.0
2019-02-17,38.0,22.0,27.0,10.0,1.0,3.0
2019-02-18,49.0,43.0,16.0,26.0,3.0,6.0
2019-02-19,96.0,84.0,36.0,23.0,2.0,10.0
2019-02-20,175.0,29.0,28.0,14.0,1.0,5.0
2019-02-21,94.0,51.0,39.0,24.0,2.0,10.0
2019-02-22,176.0,76.0,27.0,29.0,3.0,14.0
2019-02-23,195.0,103.0,46.0,36.0,4.0,18.0
2019-02-24,229.0,29.0,34.0,28.0,3.0,10.0
2019-02-25,153.0,57.0,29.0,23.0,5.0,9.0
2019-02-26,151.0,68.0,28.0,28.0,5.0,9.0
2019-02-27,139.0,75.0,37.0,29.0,4.0,11.0
2019-02-28,172.0,80.0,41.0,27.0,4.0,8.0
2019-03-01,165.0,87.0,39.0,30.0,5.0,11.0
2019-03-02,197.0,111.0,59.0,33.0,5.0,13.0
2019-03-03,250.0,102.0,41.0,30.0,6.0,12.0
2019-03-04,215.0,81.0,36.0,28.0,3.0,9.0
2019-03-05,172.0,71.0,37.0,22.0,2.0,9.0
2019-03-06,147.0,17.0,35.0,6.0,,2.0
2019-03-07,36.0,30.0,35.0,17.0,2.0,4.0
2019-03-08,66.0,75.0,39.0,27.0,5.0,7.0
2019-03-09,150.0,85.0,29.0,32.0,5.0,8.0
2019-03-10,166.0,81.0,28.0,29.0,2.0,9.0
2019-03-11,183.0,38.0,37.0,13.0,1.0,5.0
2019-03-12,64.0,26.0,33.0,4.0,,2.0
2019-03-13,28.0,25.0,33.0,11.0,1.0,3.0
2019-03-14,36.0,31.0,32.0,11.0,1.0,2.0
2019-03-15,34.0,48.0,32.0,6.0,,1.0
2019-03-16,43.0,54.0,30.0,19.0,2.0,4.0
2019-03-17,81.0,70.0,46.0,25.0,3.0,7.0
2019-03-18,130.0,98.0,53.0,36.0,6.0,8.0
2019-03-19,175.0,112.0,59.0,43.0,6.0,11.0
2019-03-20,193.0,76.0,31.0,20.0,3.0,7.0
2019-03-21,153.0,31.0,34.0,4.0,,2.0
2019-03-22,49.0,29.0,34.0,9.0,,1.0
2019-03-23,33.0,30.0,33.0,4.0,,1.0
2019-03-24,46.0,67.0,33.0,20.0,3.0,4.0
2019-03-25,109.0,51.0,39.0,20.0,1.0,5.0
2019-03-26,99.0,86.0,36.0,23.0,4.0,6.0
2019-03-27,118.0,90.0,32.0,27.0,4.0,9.0
2019-03-28,144.0,56.0,24.0,13.0,3.0,5.0
2019-03-29,108.0,71.0,29.0,14.0,1.0,2.0
2019-03-30,70.0,26.0,32.0,3.0,,2.0
2019-03-31,25.0,28.0,33.0,11.0,,3.0
2019-04-01,41.0,34.0,34.0,15.0,,3.0
2018-10-02,32.0,25.0,34.0,15.0,1.0,4.0
2018-10-03,38.0,33.0,32.0,21.0,1.0,4.0
2018-10-04,51.0,59.0,58.0,24.0,5.0,9.0
2018-10-05,114.0,72.0,55.0,25.0,4.0,10.0
2018-10-06,161.0,18.0,25.0,7.0,1.0,3.0
2018-10-07,29.0,30.0,26.0,16.0,1.0,3.0
2018-10-08,38.0,35.0,30.0,16.0,1.0,3.0
2018-10-09,48.0,13.0,19.0,4.0,1.0,2.0
2018-10-10,19.0,18.0,20.0,11.0,1.0,2.0
2018-10-11,28.0,24.0,22.0,13.0,1.0,3.0
2018-10-12,32.0,63.0,31.0,26.0,2.0,5.0
2018-10-13,107.0,76.0,32.0,33.0,4.0,10.0
2018-10-14,165.0,108.0,38.0,39.0,3.0,12.0
2018-10-15,200.0,117.0,18.0,34.0,3.0,15.0
2018-10-16,204.0,59.0,29.0,14.0,2.0,9.0
2018-10-17,140.0,38.0,24.0,20.0,1.0,6.0
2018-10-18,96.0,49.0,25.0,25.0,1.0,6.0
2018-10-19,100.0,51.0,27.0,28.0,1.0,6.0
2018-10-20,116.0,64.0,30.0,34.0,3.0,8.0
2018-10-21,153.0,88.0,13.0,43.0,4.0,14.0
2018-10-22,186.0,83.0,27.0,28.0,3.0,12.0
2018-10-23,211.0,35.0,21.0,14.0,1.0,3.0
2018-10-24,45.0,73.0,13.0,33.0,2.0,8.0
2018-10-25,125.0,91.0,19.0,39.0,5.0,14.0
2018-10-26,163.0,48.0,20.0,6.0,2.0,2.0
2018-10-27,25.0,35.0,26.0,14.0,2.0,2.0
2018-10-28,42.0,37.0,27.0,4.0,1.0,1.0
2018-10-29,17.0,18.0,22.0,9.0,2.0,2.0
2018-10-30,21.0,29.0,24.0,18.0,2.0,3.0
2018-10-31,44.0,50.0,16.0,24.0,3.0,7.0
2018-11-01,83.0,55.0,22.0,29.0,3.0,9.0
2018-11-02,116.0,92.0,7.0,51.0,4.0,14.0
2018-11-03,188.0,98.0,34.0,44.0,4.0,15.0
2018-11-04,205.0,58.0,6.0,26.0,1.0,8.0
2018-11-05,130.0,31.0,10.0,19.0,1.0,4.0
2018-11-06,67.0,30.0,14.0,18.0,,3.0
2018-11-07,52.0,46.0,4.0,24.0,,6.0
2018-11-08,82.0,80.0,3.0,36.0,3.0,11.0
2018-11-09,156.0,54.0,19.0,23.0,1.0,6.0
2018-11-10,91.0,35.0,13.0,18.0,1.0,4.0
2018-11-11,48.0,64.0,21.0,26.0,2.0,7.0
2018-11-12,119.0,84.0,14.0,34.0,3.0,10.0
2018-11-13,176.0,104.0,12.0,39.0,2.0,17.0
2018-11-14,236.0,,11.0,37.0,1.0,20.0
2018-11-15,272.0,18.0,23.0,15.0,,7.0
2018-11-16,100.0,24.0,19.0,10.0,1.0,3.0
2018-11-17,35.0,60.0,8.0,28.0,3.0,6.0
2018-11-18,110.0,62.0,23.0,20.0,2.0,6.0
2018-11-19,94.0,74.0,3.0,33.0,6.0,10.0
2018-11-20,122.0,66.0,19.0,25.0,3.0,7.0
2018-11-21,111.0,45.0,20.0,18.0,2.0,5.0
2018-11-22,75.0,56.0,12.0,27.0,3.0,7.0
2018-11-23,90.0,75.0,2.0,31.0,8.0,13.0
2018-11-24,151.0,76.0,18.0,28.0,5.0,10.0
2018-11-25,157.0,83.0,8.0,35.0,3.0,12.0
2018-11-26,170.0,134.0,3.0,56.0,6.0,23.0
2018-11-27,295.0,210.0,23.0,15.0,1.0,5.0
2018-11-28,118.0,122.0,3.0,32.0,10.0,13.0
2018-11-29,146.0,99.0,6.0,28.0,8.0,12.0
2018-11-30,139.0,122.0,8.0,39.0,7.0,16.0
2018-12-01,201.0,131.0,15.0,39.0,6.0,17.0
2018-12-02,198.0,140.0,4.0,41.0,6.0,25.0
2018-12-03,233.0,181.0,20.0,10.0,1.0,5.0
2018-12-04,129.0,56.0,21.0,10.0,1.0,3.0
2018-12-05,53.0,83.0,2.0,27.0,7.0,9.0
2018-12-06,122.0,32.0,19.0,6.0,1.0,3.0
2018-12-07,35.0,34.0,22.0,3.0,1.0,2.0
2018-12-08,28.0,35.0,21.0,8.0,1.0,2.0
2018-12-09,33.0,57.0,8.0,26.0,5.0,6.0
2018-12-10,106.0,70.0,6.0,30.0,5.0,10.0
2018-12-11,144.0,50.0,19.0,15.0,4.0,4.0
2018-12-12,73.0,44.0,11.0,25.0,4.0,6.0
2018-12-13,86.0,35.0,21.0,15.0,2.0,4.0
2018-12-14,46.0,57.0,7.0,30.0,5.0,8.0
2018-12-15,113.0,91.0,2.0,40.0,8.0,16.0
2018-12-16,172.0,85.0,25.0,31.0,6.0,13.0
2018-12-17,122.0,40.0,20.0,18.0,3.0,5.0
2018-12-18,100.0,53.0,20.0,26.0,4.0,8.0
2018-12-19,91.0,55.0,10.0,30.0,3.0,8.0
2018-12-20,86.0,73.0,2.0,37.0,6.0,11.0
2018-12-21,126.0,89.0,17.0,33.0,6.0,12.0
2018-12-22,145.0,68.0,22.0,23.0,3.0,7.0
2018-12-23,100.0,49.0,21.0,8.0,1.0,4.0
2018-12-24,41.0,77.0,4.0,30.0,5.0,9.0
2018-12-25,124.0,66.0,20.0,18.0,4.0,7.0
2018-12-26,85.0,25.0,19.0,12.0,1.0,5.0
2018-12-27,33.0,49.0,21.0,4.0,1.0,3.0
2018-12-28,34.0,41.0,19.0,7.0,1.0,4.0
2018-12-29,35.0,27.0,19.0,11.0,2.0,3.0
2018-12-30,38.0,27.0,16.0,17.0,2.0,4.0
2018-12-31,48.0,,,,,
